City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,edmundston,47.3737,-68.3251,25.75,46,100,16.11,CA,1740249892
363,qarchi gak,37.04,66.7889,57.58,35,100,10.89,AF,1740249895
364,mo i rana,66.3128,14.1428,37.33,94,100,4.61,NO,1740249896
365,prado,-17.3411,-39.2208,82.67,66,43,8.55,BR,1740250140
366,beitbridge,-22.2167,30.0,81.66,65,75,6.4,ZW,1740250141
367,lagoa,39.05,-27.9833,62.06,82,98,26.84,PT,1740250143
368,ustyuzhna,58.8394,36.4321,13.95,95,74,3.56,RU,1740250144
369,xinzhou,38.4092,112.7333,15.8,31,0,11.79,CN,1740250145
370,puerto ayacucho,5.6639,-67.6236,90.19,53,63,9.57,VE,1740250146
371,rakops,-21.0167,24.3333,80.58,62,100,3.8,BW,1740250148
372,patamda,24.3,85.4167,67.15,34,25,1.12,IN,1740250149
373,plettenberg bay,-34.0527,23.3716,67.64,84,0,1.79,ZA,1740250150
374,las lomas,8.4333,-82.4,92.61,38,20,18.41,PA,1740250151
375,mogocha,53.7333,119.7667,-10.12,100,18,2.86,RU,1740250152
376,marsa alam,25.0757,34.8918,62.71,58,100,9.24,EG,1740250047
377,borba,-4.3878,-59.5939,86.11,71,100,3.33,BR,1740250154
378,caala,-12.8525,15.5606,64.45,74,100,1.97,AO,1740250156
379,sao felix do xingu,-6.6447,-51.995,82.4,79,100,1.28,BR,1740250157
380,port-vila,-17.7338,168.3219,74.8,94,20,3.44,VU,1740250158
381,novodvinsk,64.4165,40.8122,28.15,92,100,9.31,RU,1740250159
382,malax,62.9423,21.5731,39.15,100,100,13.8,FI,1740250160
383,itamaraca,-7.7478,-34.8256,83.5,67,0,11.3,BR,1740250161
384,perry,37.2506,-83.1999,42.57,47,33,8.25,US,1740250163
385,fisterra,42.9049,-9.2629,55.09,69,3,2.44,ES,1740250164
386,guerrero negro,27.9769,-114.0611,70.7,41,15,5.23,MX,1740250165
387,kudahuvadhoo,2.6708,72.8944,81.81,72,0,12.44,MV,1740250167
388,saint-francois,46.4154,3.9054,50.65,94,100,3.44,FR,1740250168
389,antsohihy,-14.8796,47.9875,74.23,99,100,3.67,MG,1740250169
390,coquimbo,-29.9533,-71.3436,69.53,65,20,11.5,CL,1740249980
391,maragogi,-9.0122,-35.2225,82.89,67,5,10.78,BR,1740250171
392,tubarjal,30.4999,38.216,50.32,49,0,16.78,SA,1740250172
393,napoleon,41.3923,-84.1252,28.38,76,100,14.25,US,1740250173
394,leer,53.2316,7.461,52.95,90,100,11.32,DE,1740250175
395,kerikeri,-35.2268,173.9474,56.16,86,17,3.67,NZ,1740250176
396,sohar,24.3643,56.7468,75.22,78,2,3.44,OM,1740250177
397,tenenkou,14.4572,-4.9169,80.74,16,0,10.63,ML,1740250178
398,swakopmund,-22.6833,14.5333,64.15,88,59,10.42,NA,1740250179
399,nagqu,31.5,92.0,22.12,54,100,9.37,CN,1740250180
400,mugia,43.1041,-9.2179,52.92,73,0,3.51,ES,1740250181
401,soio,-6.1349,12.3689,80.64,84,77,10.02,AO,1740250182
402,massawa,15.6097,39.45,77.9,68,62,5.1,ER,1740250184
403,bengkulu,-3.8004,102.2655,76.55,90,99,5.48,ID,1740250185
404,mount pearl,47.5166,-52.7813,26.46,85,75,12.66,CA,1740250186
405,allapalli,19.4167,80.0667,72.39,33,0,2.71,IN,1740250187
406,alice springs,-23.7,133.8833,89.15,23,9,17.27,AU,1740250188
407,horta,38.5333,-28.6333,64.04,92,75,28.99,PT,1740250189
408,valle hermoso,25.6667,-97.8333,43.77,76,100,14.94,MX,1740249963
409,papao,-17.75,-149.55,85.68,70,8,12.66,PF,1740250193
410,nikolayevsk-on-amure,53.1406,140.73,-9.45,99,61,4.5,RU,1740250194
411,ponta delgada,37.7333,-25.6667,65.19,88,75,18.41,PT,1740250196
412,vitebsk,55.1905,30.2033,16.16,88,10,6.44,BY,1740250197
413,amasra,41.7463,32.3863,31.77,74,100,7.43,TR,1740250198
414,gizo,-8.103,156.8419,81.16,80,100,8.16,SB,1740250199
415,gbarnga,6.9956,-9.4722,81.43,66,100,7.4,LR,1740250200
416,sarkand,45.41,79.9186,25.74,54,0,10.0,KZ,1740250202
417,tommot,58.9564,126.2925,-3.51,96,100,2.13,RU,1740250203
418,preobrazheniye,42.9019,133.9064,13.71,58,45,7.74,RU,1740250204
419,turbat,26.0023,63.044,70.5,77,37,6.67,PK,1740250205
420,acajutla,13.5928,-89.8275,88.81,52,5,11.59,SV,1740250206
421,ocher,57.8904,54.7202,-6.34,100,100,4.21,RU,1740250209
422,coxim,-18.5067,-54.76,95.79,40,4,3.6,BR,1740250210
423,maralal,1.0968,36.698,61.63,56,3,8.12,KE,1740250211
424,de aar,-30.6497,24.0123,79.27,35,0,4.05,ZA,1740250212
425,glace bay,46.1969,-59.957,29.08,69,75,19.57,CA,1740250213
426,khandyga,62.6667,135.6,-15.25,99,100,2.1,RU,1740250214
427,miles city,46.4083,-105.8406,38.37,65,20,5.75,US,1740250216
428,boende,-0.2167,20.8667,74.1,84,75,3.13,CD,1740250218
429,barrouallie,13.2333,-61.2667,82.02,61,40,6.91,VC,1740250219
430,aral,40.5156,81.2636,33.84,39,1,3.94,CN,1740250220
431,mount gambier,-37.8333,140.7667,61.88,84,100,8.77,AU,1740250221
432,buka,40.8108,69.1986,53.37,30,100,1.72,UZ,1740250222
433,karagandy,49.8019,73.1021,13.95,81,100,5.44,KZ,1740250223
434,praya,14.9215,-23.5087,77.54,50,0,17.27,CV,1740250224
435,cookeville,36.1628,-85.5016,38.91,52,100,5.75,US,1740250225
436,morant bay,17.8815,-76.4093,82.36,67,55,13.2,JM,1740250227
437,vilhena,-12.7406,-60.1458,89.82,48,40,5.75,BR,1740250228
438,el kala,36.8956,8.4433,59.31,77,100,5.32,DZ,1740250229
439,ongjin,37.9347,125.3619,26.1,44,4,17.69,KP,1740250230
440,nacala,-14.5428,40.6728,79.63,89,100,11.43,MZ,1740250231
441,west salem,43.8991,-91.0813,28.15,60,0,11.5,US,1740250232
442,altay,47.8667,88.1167,13.3,56,0,10.33,CN,1740250233
443,nelidovo,56.2211,32.7774,17.8,92,23,3.58,RU,1740250236
444,walvis bay,-22.9575,14.5053,68.95,77,36,14.97,NA,1740250237
445,moorhead,46.8739,-96.7676,29.95,80,0,5.75,US,1740249938
446,axim,4.8699,-2.2405,80.96,83,43,8.01,GH,1740250239
447,gaigeturi,33.4644,126.3183,37.45,56,75,12.66,KR,1740250240
448,san juan,-31.5375,-68.5364,106.48,15,92,9.62,AR,1740249993
449,preston,53.7667,-2.7167,49.68,90,0,6.02,GB,1740250242
450,laojunmiao,39.8333,97.7333,16.02,41,18,7.52,CN,1740250244
451,susuman,62.7833,148.1667,-34.47,98,88,0.89,RU,1740250245
452,nago,26.5881,127.9761,56.7,80,100,12.95,JP,1740250246
453,tilisarao,-32.7329,-65.2911,102.43,18,11,17.9,AR,1740250108
454,kroya,-7.6331,109.2461,80.44,88,100,1.63,ID,1740250249
455,andergrove,-21.0833,149.1833,76.48,82,53,19.33,AU,1740250250
456,malabrigo,-29.3464,-59.9696,103.5,27,91,11.54,AR,1740250251
457,handan,36.6006,114.4678,30.25,37,1,5.01,CN,1740250253
458,timbuktu,16.7735,-3.0074,74.26,15,0,11.43,ML,1740250254
459,mweka,-4.85,21.5667,67.59,87,100,3.4,CD,1740250255
460,armacao de buzios,-22.7469,-41.8817,89.76,78,0,17.05,BR,1740250256
461,toliara,-23.35,43.6667,79.88,78,100,6.04,MG,1740250257
462,asau,46.4333,26.4,15.58,79,11,1.3,RO,1740250258
463,roberval,48.5168,-72.2324,25.43,54,75,12.66,CA,1740250259
464,dalby,-27.1833,151.2667,62.76,86,0,9.35,AU,1740250260
465,okhotsk,59.3833,143.3,-7.42,84,16,10.65,RU,1740250262
466,xining,36.6167,101.7667,16.88,67,86,2.77,CN,1740250263
467,tumayr,25.7039,45.868,67.89,31,100,9.26,SA,1740250264
468,korla,41.7597,86.1469,33.42,38,7,7.25,CN,1740250265
469,lequile,40.3058,18.1402,46.49,81,0,2.3,IT,1740250266
470,tsiombe,-25.3,45.4833,74.34,96,100,7.25,MG,1740250267
471,gwadar,25.1216,62.3254,73.15,86,6,5.46,PK,1740250161
472,tura,25.5198,90.2201,66.43,34,0,4.5,IN,1740250269
473,vanino,49.0869,140.2543,-0.38,88,3,6.53,RU,1740250270
474,klyuchi,52.2667,79.1667,8.65,94,100,4.65,RU,1740250272
475,sittwe,20.15,92.9,72.39,57,0,10.63,MM,1740250273
476,port augusta,-32.5,137.7667,68.49,78,5,20.96,AU,1740250274
477,jindabyne,-36.4167,148.6333,61.61,60,100,6.29,AU,1740250275
478,falmouth,50.1544,-5.0711,50.58,94,0,11.5,GB,1740250276
479,lashio,22.9333,97.75,54.07,56,0,2.37,MM,1740250277
480,monrovia,6.3005,-10.7969,79.77,84,100,9.86,LR,1740250278
481,morondava,-20.2833,44.2833,79.52,86,100,12.55,MG,1740250279
482,shimoda,34.6667,138.95,40.01,64,100,10.33,JP,1740250281
483,sinop,41.7711,34.8709,20.43,97,100,7.29,TR,1740250282
484,t'ongch'on-up,38.9539,127.8917,24.6,51,46,9.86,KP,1740250283
485,waingapu,-9.6567,120.2641,78.69,79,100,1.61,ID,1740250284
486,nasirabad,26.3,74.7333,63.27,36,0,5.55,IN,1740250285
487,akhmet'a,42.0311,45.2075,22.98,97,100,2.55,GE,1740250286
488,bereznik,62.8551,42.7072,25.07,92,100,6.76,RU,1740250287
489,sikonge,-5.6333,32.7667,66.72,90,95,5.77,TZ,1740250288
490,turtas,58.9417,69.1325,-4.79,100,88,3.4,RU,1740250289
491,kutum,14.2,24.6667,73.94,14,36,9.17,SD,1740250291
492,carutapera,-1.195,-46.02,78.84,83,100,4.43,BR,1740250292
493,sainyabuli,19.25,101.75,70.03,69,64,1.68,LA,1740250293
494,bintulu,3.1667,113.0333,77.41,100,20,0.0,MY,1740250294
495,tocopilla,-22.092,-70.1979,73.58,76,22,7.31,CL,1740250295
496,pandan,14.0453,124.1694,76.24,88,57,13.65,PH,1740250296
497,kununurra,-15.7667,128.7333,76.98,94,42,0.0,AU,1740250297
498,gereida,11.2811,25.1414,81.9,12,10,9.13,SD,1740250299
499,nchelenge,-9.3451,28.734,69.06,82,99,2.28,ZM,1740250300
500,broken hill,-31.95,141.4333,85.35,22,96,22.15,AU,1740250301
501,hadibu,12.65,54.0333,76.15,83,14,7.9,YE,1740250302
502,ubari,26.5921,12.7805,55.44,42,6,16.96,LY,1740250303
503,saint-philippe,-21.3585,55.7679,80.46,88,100,13.78,RE,1740250304
504,urumqi,43.801,87.6005,14.95,86,75,0.0,CN,1740250305
505,nguigmi,14.2495,13.1092,87.8,13,99,7.92,NE,1740250307
506,takestan,36.0696,49.6959,28.63,91,100,8.28,IR,1740250308
507,krasnoufimsk,56.6059,57.7669,-2.72,100,86,3.11,RU,1740250309
508,qarauyl,48.9451,79.255,6.89,79,94,5.1,KZ,1740250310
509,ballina,-28.8667,153.5667,69.48,81,79,4.34,AU,1740250214
510,alotau,-10.3069,150.4462,75.85,92,99,4.18,PG,1740250330
511,arsen'yev,44.1631,133.2733,0.66,99,99,2.06,RU,1740250332
512,tralee,52.2704,-9.7026,50.25,76,20,9.22,IE,1740250334
513,playa blanca,28.8643,-13.8281,68.11,78,0,11.92,ES,1740250335
514,pointe-noire,-4.7761,11.8635,80.82,87,82,8.84,CG,1740250337
515,tamanrasset,22.785,5.5228,64.31,14,0,4.61,DZ,1740250338
516,oranjemund,-28.55,16.4333,64.2,85,0,5.99,NA,1740250339
517,port douglas,-16.4833,145.4667,78.15,85,100,10.58,AU,1740250340
518,bandarbeyla,9.4942,50.8122,76.95,80,61,8.41,SO,1740250341
519,boa vista,2.8197,-60.6733,85.98,54,75,11.5,BR,1740250212
520,khilok,51.3674,110.4676,-6.65,95,57,3.51,RU,1740250344
521,san patricio,28.017,-97.5169,37.35,78,100,10.65,US,1740250345
522,holualoa,19.6228,-155.9522,72.86,79,0,4.61,US,1740250346
523,guankou,28.15,113.6333,41.99,94,100,4.0,CN,1740250347
524,kruisfontein,-34.0033,24.7314,68.2,82,41,3.04,ZA,1740250348
525,ndende,-2.4008,11.3581,76.8,93,100,2.46,GA,1740250351
526,miyaly,48.8844,53.7836,11.82,97,93,8.39,KZ,1740250352
527,banka,24.8833,86.9167,67.73,36,6,5.66,IN,1740250353
528,adamovka,51.5223,59.9396,16.79,93,100,18.32,RU,1740250355
529,port saint john's,-31.6229,29.5448,73.33,89,56,7.31,ZA,1740250357
530,malindi,-3.2175,40.1191,80.76,74,20,11.5,KE,1740250358
531,lazaro cardenas,17.9583,-102.2,84.74,59,3,11.86,MX,1740250359
532,namtsy,62.7161,129.6658,-11.0,99,100,5.06,RU,1740250360
533,smara,26.7384,-11.6719,76.59,17,0,8.03,EH,1740250361
534,cururupu,-1.8283,-44.8683,82.22,76,100,4.03,BR,1740250362
535,arawa,-6.2132,155.5367,78.6,90,100,5.39,PG,1740250363
536,timimoun,29.2639,0.231,68.38,26,0,12.66,DZ,1740250365
537,poronaysk,49.2167,143.1167,-1.26,97,13,1.59,RU,1740250366
538,ambovombe,-25.1667,46.0833,75.16,96,100,3.71,MG,1740250367
539,yulinshi,38.2906,109.7494,18.05,24,0,8.86,CN,1740250368
540,polyarnyy,69.1989,33.4478,35.65,93,100,19.89,RU,1740250369
541,kievka,50.2619,71.5514,18.99,78,100,8.86,KZ,1740250371
542,burutu,5.3509,5.5076,82.78,75,74,5.64,NG,1740250372
543,leo,11.1,-2.1,86.25,13,20,7.7,BF,1740250374
544,botshabelo,-29.2702,26.7052,73.04,49,21,4.16,ZA,1740250375
545,dembi dolo,8.5333,34.8,71.22,34,27,4.0,ET,1740250376
546,napili-honokowai,20.9708,-156.6705,75.18,80,0,3.42,US,1740250377
547,pimentel,-6.8367,-79.9342,88.09,51,20,8.05,PE,1740250378
548,vadso,70.0744,29.7487,36.41,95,100,15.64,NO,1740250379
549,dadhar,29.4753,67.6514,69.22,45,0,1.39,PK,1740250380
550,termas de rio hondo,-27.4998,-64.8604,97.27,37,0,14.09,AR,1740250108
551,tokonou,9.65,-9.7833,89.69,16,98,4.76,GN,1740250382
552,arashiyama,43.7936,142.311,15.08,85,100,3.44,JP,1740250384
553,hilo,19.7297,-155.09,75.51,79,16,5.01,US,1740250385
554,leribe,-28.8718,28.045,70.68,56,77,1.5,LS,1740250386
555,cape canaveral,28.4058,-80.6048,70.07,57,75,11.5,US,1740250387
556,cole harbour,44.6724,-63.4751,28.96,57,100,10.36,CA,1740250389
557,khorugh,37.4897,71.553,1.45,88,84,1.07,TJ,1740250390
558,hanzhong,33.0728,107.0303,41.02,78,93,3.83,CN,1740250391
559,guichon,-32.35,-57.2,98.44,33,99,4.16,UY,1740250393
560,faya-largeau,17.9257,19.1043,88.21,9,95,7.58,TD,1740250394
561,bakanas,44.8081,76.2772,31.03,69,6,6.24,KZ,1740250395
562,araxa,-19.5933,-46.9406,85.96,39,0,5.75,BR,1740250396
563,lossiemouth,57.7214,-3.2834,46.31,72,0,14.97,GB,1740250397
564,broome,42.2506,-75.833,36.01,52,100,7.0,US,1740250398
565,la ronge,55.1001,-105.2842,19.65,73,100,9.22,CA,1740250399
566,tarija,-21.5355,-64.7296,84.11,45,40,4.61,BO,1740250292
567,yinchuan,38.4681,106.2731,22.42,21,98,5.97,CN,1740250402
568,tazacorte,28.629,-17.9293,67.17,94,75,9.22,ES,1740250403
569,san matias,-16.3667,-58.4,100.04,30,98,1.88,BO,1740250404
570,thunder bay,48.4001,-89.3168,26.58,63,75,12.66,CA,1740250405
571,barreirinhas,-2.7469,-42.8264,84.83,68,78,8.05,BR,1740250406
572,darwin,-12.4611,130.8418,75.18,100,75,8.05,AU,1740250407
573,road town,18.4167,-64.6167,80.64,74,40,5.75,VG,1740250408
574,san fernando de apure,7.8878,-67.4724,98.98,28,13,9.28,VE,1740250409
575,sakaiminato,35.55,133.2333,30.18,93,75,6.91,JP,1740250410
576,fereydunshahr,32.941,50.121,27.14,92,80,7.74,IR,1740250412
577,tosontsengel,48.7567,98.2839,-21.35,92,14,1.03,MN,1740250413
578,bubaque,11.2833,-15.8333,76.59,75,100,13.27,GW,1740250415
579,winnemucca,40.973,-117.7357,46.45,36,0,5.75,US,1740250416
580,ouidah,6.3631,2.0851,82.36,79,41,11.07,BJ,1740250417
581,foumban,5.7291,10.9001,76.93,27,99,2.8,CM,1740250418
582,saint john,45.2727,-66.0677,24.03,50,20,11.5,CA,1740250229
583,salalah,17.0151,54.0924,75.29,78,0,2.3,OM,1740250422
584,tereze,43.9361,42.4434,6.22,94,24,1.83,RU,1740250423
